,Movie Name,Genre,Country,Release Date,Percentage User score,Description,Movie link
7766,Jupiter Ascending,"['Science Fiction', 'Fantasy', 'Action']",EG,2015-02-24,55,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",https://www.themoviedb.org/movie/76757-jupiter-ascending
7767,Inazuma Eleven Go vs. Danball Senki W,"['Action', 'Adventure', 'Animation', 'Science Fiction']",JP,2012-12-01,77,"As Shinsei Inazuma Japan was about to have a match with Inazuma Legend Japan, a mysterious attack of a person and a swarm of robots interrupted, and another mysterious girl's power drove the world into another dimension. As the world of Inazuma Eleven Go and Danball Senki W met, the two teams must work together to find out what happened to their worlds.",https://www.themoviedb.org/movie/303437-go-vs-w
7768,Gladiator,"['Action', 'Drama', 'Adventure']",EG,2000-05-31,82,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.",https://www.themoviedb.org/movie/98-gladiator
7769,The Chipmunk Adventure,"['Animation', 'Family', 'Adventure', 'Comedy', 'Music']",US,1987-05-22,68,"The Chipmunks and the Chipettes go head to head in a hot air balloon race, and the winner gets $10,000. Unbeknownst to the participants, the ""race"" is actually a diamond smuggling ring!",https://www.themoviedb.org/movie/21793-the-chipmunk-adventure
7770,Mad Max,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",AU,1979-04-12,67,"In the ravaged near-future, a savage motorcycle gang rules the road. Terrorizing innocent civilians while tearing up the streets, the ruthless gang laughs in the face of a police force hell-bent on stopping them.",https://www.themoviedb.org/movie/9659-mad-max
7771,Wolf Totem,"['Adventure', 'Drama']",CN,2015-02-19,65,"In 1969, a young Beijing student, Chen Zhen, is sent to live among the nomadic herdsmen of Inner Mongolia. Caught between the advance of civilization from the south and the nomads' traditional enemies - the marauding wolves - to the north; humans and animals, residents and invaders alike, struggle to find their true place in the world.",https://www.themoviedb.org/movie/309302
7772,Failure to Launch,"['Comedy', 'Romance']",US,2006-03-10,58,"Tripp, an attractive man in his thirties, is still living with his parents Al and Sue. Tripp's best friends Demo and Ace are also still living in their parents' homes and seem proud of it. Al and Sue are not happy, however, and are fascinated when friends whose adult son has recently moved away from home reveal they hired an expert to arrange the matter and couldn't be happier with the result.",https://www.themoviedb.org/movie/6877-failure-to-launch
7773,Scars,['Drama'],MX,2005-09-16,74,"The story of a dysfunctional couple, whose problems will inevitably deteriorate their marriage and their son's life.",https://www.themoviedb.org/movie/74078-cicatrices
7774,King Kong,"['Adventure', 'Fantasy', 'Horror']",US,1933-03-15,76,"Adventurous filmmaker Carl Denham sets out to produce a motion picture unlike anything the world has seen before. Alongside his leading lady Ann Darrow and his first mate Jack Driscoll, they arrive on an island and discover a legendary creature said to be neither beast nor man. Denham captures the monster to be displayed on Broadway as King Kong, the eighth wonder of the world.",https://www.themoviedb.org/movie/244-king-kong
7775,Kiki's Delivery Service,"['Animation', 'Family', 'Fantasy']",JP,1989-07-29,78,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",https://www.themoviedb.org/movie/16859
7776,Ball of Fire,"['Comedy', 'Romance', 'Crime']",US,1941-12-02,74,"A group of academics have spent years shut up in a house working on the definitive encyclopedia. When one of them discovers that his entry on slang is hopelessly outdated, he ventures into the wide world to learn about the evolving language. Here he meets Sugarpuss O’Shea, a nightclub singer, who’s on top of all the slang—and, it just so happens, needs a place to stay.",https://www.themoviedb.org/movie/29884-ball-of-fire
7777,Ronin,"['Action', 'Thriller', 'Crime']",US,1998-09-25,70,"A briefcase with undisclosed contents – sought by Irish terrorists and the Russian mob – makes its way into criminals' hands. An Irish liaison assembles a squad of mercenaries, or 'ronin', and gives them the thorny task of recovering the case.",https://www.themoviedb.org/movie/8195-ronin
7778,Spaceman,"['Science Fiction', 'Adventure', 'Drama']",EG,2024-03-01,68,"Six months into a solo mission, a lonely astronaut confronts the cracks in his marriage with help from a mysterious creature he discovers on his ship.",https://www.themoviedb.org/movie/636706-spaceman
7779,Saw III,"['Horror', 'Thriller', 'Crime']",US,2006-10-27,64,"Jigsaw has disappeared. Along with his new apprentice Amanda, the puppet-master behind the cruel, intricate games that have terrified a community and baffled police has once again eluded capture and vanished. While city detective scrambles to locate him, Doctor Lynn Denlon and Jeff Reinhart are unaware that they are about to become the latest pawns on his vicious chessboard.",https://www.themoviedb.org/movie/214-saw-iii
7780,River Wild,"['Mystery', 'Thriller', 'Adventure']",US,2023-08-01,65,Follows a pair of siblings who love but distrust each other as they embark on a white-water rafting trip with a small group. One of their friends from childhood turns out to be more dangerous than he appears.,https://www.themoviedb.org/movie/1000475-river-wild
7781,The Lost Daughter,['Drama'],GB,2021-12-17,65,A woman's seaside vacation takes a dark turn when her obsession with a young mother forces her to confront secrets from her past.,https://www.themoviedb.org/movie/554230-the-lost-daughter
7782,Changeling,"['Crime', 'Drama', 'Mystery']",EG,2009-02-11,76,"Christine Collins is overjoyed when her kidnapped son is brought back home. But when Christine suspects that the boy returned to her isn't her child, the police captain has her committed to an asylum.",https://www.themoviedb.org/movie/3580-changeling
7783,Kids,"['Drama', 'Crime']",US,1995-07-28,69,"A day in the life of a group of teens as they travel around New York City skating, drinking, smoking and deflowering virgins.",https://www.themoviedb.org/movie/9344-kids
7784,I Saw the Devil,"['Thriller', 'Horror']",KR,2010-08-12,78,"Kyung-chul is a dangerous psychopath who kills for pleasure. Soo-hyeon, a top-secret agent, decides to track down the murderer himself. He promises himself that he will do everything in his power to take vengeance against the killer, even if it means that he must become a monster himself.",https://www.themoviedb.org/movie/49797
7785,Six Days Seven Nights,"['Comedy', 'Action', 'Adventure', 'Romance']",US,1998-06-12,61,"In the South Pacific island of Makatea, career-driven magazine editor Robin Monroe is on a week-long vacation getaway with her boyfriend, Frank Martin. An emergency work assignment in neighboring Tahiti requires Robin to hire the cantankerous pilot Quinn Harris who had flown them to Makatea on a small transport plane. While flying, a powerful storm forces Quinn to make an emergency landing on a nearby deserted island. The dissimilar pair avoid each other at first, until they're forced to team up to escape from the island -- and some pirates who want their heads.",https://www.themoviedb.org/movie/6068-six-days-seven-nights
7786,Quick Change,"['Comedy', 'Crime']",US,1990-07-13,67,"With the aid of his girlfriend, Phyllis Potter, and best friend, Loomis, Grimm enters a Manhattan bank dressed as a clown, creates a hostage situation and executes a flawless robbery. The only thing left for the trio to do is make their getaway out of the city and to the airport. It sounds simple enough, but it seems that fate deserts them immediately after the bank heist. One mishap after another conspires to keep these robbers from reaching freedom.",https://www.themoviedb.org/movie/10729-quick-change
7787,The Predator,"['Science Fiction', 'Action', 'Adventure']",CA,2018-09-14,56,"When a young boy accidentally triggers the universe's most lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled scientist can prevent the end of the human race.",https://www.themoviedb.org/movie/346910-the-predator
7788,The Great Wall,"['Action', 'Adventure', 'Fantasy']",US,2017-02-17,60,European mercenaries searching for black powder become embroiled in the defense of the Great Wall of China against a horde of monstrous creatures.,https://www.themoviedb.org/movie/311324-the-great-wall
7789,The Nine Lives of Christmas,"['TV Movie', 'Romance', 'Drama', 'Comedy']",US,2014-11-08,67,"With Christmas approaching, a handsome fireman afraid of commitment adopts a stray cat and meets a beautiful veterinary student who challenges his decision to remain a confirmed bachelor.",https://www.themoviedb.org/movie/299576-the-nine-lives-of-christmas
7790,Frequency,"['Science Fiction', 'Thriller']",US,2000-04-28,72,"When a rare phenomenon gives police officer John Sullivan the chance to speak to his father, 30 years in the past, he takes the opportunity to prevent his dad's tragic death.  After his actions inadvertently give rise to a series of brutal murders he and his father must find a way to fix the consequences of altering time.",https://www.themoviedb.org/movie/10559-frequency
7791,Hard Rain,"['Thriller', 'Crime', 'Action']",DK,1998-05-29,58,An armored car driver tries to elude a gang of thieves while a flood ravages the countryside.,https://www.themoviedb.org/movie/11258-hard-rain
7792,Under Suspicion,"['Thriller', 'Crime', 'Drama']",US,2000-09-24,61,"A lawyer is asked to come to the police station to clear up a few loose ends in his witness report of a foul murder. ""This will only take ten minutes"", they say, but it turns out to be one loose end after another, and the ten minutes he is away from his speech become longer and longer.",https://www.themoviedb.org/movie/10562-under-suspicion
7793,Vendetta,['Action'],US,2022-05-17,61,"When his daughter is murdered, William Duncan takes the law into his own hands, setting out on a quest for retribution. After killing the street thug responsible for her death, he finds himself in the middle of a war with the thug's brother, father, and their gang, who are equally hell-bent on getting even. What ensues is a tense back-and-forth game of vengeance. By the end, William comes to find that the quest for revenge never has a winner.",https://www.themoviedb.org/movie/894169-vendetta
7794,We Are Your Friends,"['Drama', 'Music', 'Romance', 'Comedy']",US,2015-08-28,68,"Young Cole Carter dreams of hitting the big time as a Hollywood disc jockey, spending his days and nights hanging with buddies and working on the one track that will set the world on fire. Opportunity comes knocking when he meets James Reed, a charismatic DJ who takes the 23-year-old under his wing. Soon, his seemingly clear path to success gets complicated when he starts falling for his mentor's girlfriend, jeopardizing his new friendship and the future he seems destined to fulfill.",https://www.themoviedb.org/movie/301351-we-are-your-friends
7795,Breathe,['Drama'],CA,2023-01-27,70,"Fouad, a 15-year-old Moroccan immigrant, and Max, a 27-year-old ""old stock"" Quebecer, both live frustrating lives. Their respective destinies lead them face to face, in a situation from which neither will emerge unscathed.",https://www.themoviedb.org/movie/1037896-respire
7796,Jesus,"['Drama', 'Fantasy']",US,1979-10-19,83,"Three and a half years of Jesus' ministry, as told in the Gospel of Luke.",https://www.themoviedb.org/movie/45139-jesus
7797,Fukushima 50,"['History', 'Drama', 'Action']",JP,2020-03-06,64,Workers at the Fukushima Daiichi facility in Japan risk their lives and stay at the nuclear power plant to prevent total destruction after the region is devastated by an earthquake and tsunami in 2011.,https://www.themoviedb.org/movie/563067-fukushima-50
7798,I Spit on Your Grave,"['Thriller', 'Crime', 'Horror']",US,2010-10-08,65,"A beautiful woman from the city, Jennifer Hills, rents an isolated cabin in the country to write her latest novel. Soon, a group of local lowlifes subject her to a nightmare of degradation, rape, and violence.",https://www.themoviedb.org/movie/43947-i-spit-on-your-grave
7799,The Last Letter from Your Lover,"['Drama', 'Romance']",FR,2021-09-21,74,A young journalist in London becomes obsessed with a series of letters she discovers that recounts an intense star-crossed love affair from the 1960s.,https://www.themoviedb.org/movie/638449-the-last-letter-from-your-lover
7800,One Fine Morning,"['Romance', 'Drama']",FR,2022-10-05,66,"With a father suffering from neurodegenerative disease, a young woman lives with her eight-year-old daughter. While struggling to secure a decent nursing home, she runs into an unavailable friend with whom she embarks on an affair.",https://www.themoviedb.org/movie/747779-un-beau-matin
7801,Lilo & Stitch 2: Stitch Has a Glitch,"['Animation', 'Family', 'Comedy', 'Science Fiction']",AU,2005-08-22,66,"Now, we find the rowdy extraterrestrial getting used to life with his new ʻohana. However, a malfunction in the ultimate creation of Dr. Jumba soon emerges, which reinstates his destructive programming and threatens to both ruin his friendship with Lilo and to short him out for good!",https://www.themoviedb.org/movie/20760-lilo-stitch-2-stitch-has-a-glitch
7802,Back to the Future Part II,"['Adventure', 'Comedy', 'Science Fiction']",US,1989-11-22,78,"Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",https://www.themoviedb.org/movie/165-back-to-the-future-part-ii
7803,Jeremiah Johnson,"['Adventure', 'Western']",US,1972-12-21,73,A mountain man who wishes to live the life of a hermit becomes the unwilling object of a long vendetta by Indians when he proves to be the match of their warriors in one-to-one combat on the early frontier.,https://www.themoviedb.org/movie/11943-jeremiah-johnson
7804,10.0 Earthquake,"['Drama', 'Adventure', 'Action']",US,2014-10-15,49,"Los Angeles is about to be hit by a devastating earthquake, and time is running out to save the city from imminent danger.",https://www.themoviedb.org/movie/302666-10-0-earthquake
7805,The Good Mother,['Thriller'],EG,2023-11-16,47,"A journalist and her son's pregnant girlfriend attempt to track down those responsible for the murder of her estranged son. Together, they confront a world of drugs and corruption in the underbelly of their small city in upstate New York, where they uncover an even darker secret.",https://www.themoviedb.org/movie/996347-the-good-mother
7806,Aladdin,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Romance']",US,1992-11-25,77,"Princess Jasmine grows tired of being forced to remain in the palace, so she sneaks out into the marketplace, in disguise, where she meets street urchin Aladdin. The couple falls in love, although Jasmine may only marry a prince. After being thrown in jail, Aladdin becomes embroiled in a plot to find a mysterious lamp, with which the evil Jafar hopes to rule the land.",https://www.themoviedb.org/movie/812-aladdin
7807,Scooby-Doo! Shaggy's Showdown,"['Animation', 'Family', 'Mystery', 'Comedy', 'Western']",US,2017-02-14,79,"When the Scooby gang visits a dude ranch, they discover that it and the nearby town have been haunted by a ghostly cowboy, Dapper Jack, who fires real fire from his fire irons. The mystery only deepens when it’s discovered that the ghost is also the long lost relative of Shaggy Rogers!",https://www.themoviedb.org/movie/427564-scooby-doo-shaggy-s-showdown
7808,Grey Eyes,"['Action', 'Science Fiction']",FR,2018-05-11,58,"In a post-apocalyptic future, mankind is color blind. A brilliant scientist suddenly dies, leaving his precious briefcase-filled with a highly-addictive synthetic drug that allows people to see colors again-to Ana, a mere 12-year-old girl. Possession of the briefcase makes her the target of a doctor with wicked plans for the drug, and her only hope to escape his pursuit relies on the aid of the dead scientist's two devoted bodyguards. Together, their epic, perilous journey pivots on a tremendous secret: Ana herself could be the key to salvaging a world in ruins.",https://www.themoviedb.org/movie/816741-ojos-grises
7809,Detective Knight: Redemption,"['Action', 'Thriller']",US,2022-12-09,55,"In custody in New York, Detective James Knight finds himself in the middle of a jailbreak led by The Christmas Bomber, a brutal fanatic whose Santa Claus disciples are terrorizing the city. With the promised return of his badge in exchange for taking out the terrorists, the steely-eyed Knight doles out mercy for the just...and merciless justice for all the rest.",https://www.themoviedb.org/movie/1035803-detective-knight-redemption
7810,Arthur & Merlin: Knights of Camelot,"['Adventure', 'History', 'Action']",US,2020-09-25,53,King Arthur returns home after fighting the Roman Empire. His illegitimate son has corrupted the throne of Camelot and King Arthur must reunite with the wizard Merlin and the Knights of the Round Table to fight to get back his crown.,https://www.themoviedb.org/movie/635237-arthur-merlin-knights-of-camelot
7811,Jesse Stone: Death in Paradise,"['Crime', 'Thriller', 'Mystery', 'TV Movie']",US,2006-04-30,69,"When Jesse Stone looks into the murder of a teen-age girl whose body is found floating in a local lake, it brings him up against the Boston mob and into the affluent world of a bestselling writer who exploits troubled teens.",https://www.themoviedb.org/movie/30347-jesse-stone-death-in-paradise
7812,The United States vs. Billie Holiday,"['Music', 'Drama', 'History']",US,2021-02-26,66,"Billie Holiday spent much of her career being adored by fans. In the 1940s, the government targeted Holiday in a growing effort to racialize the war on drugs, ultimately aiming to stop her from singing her controversial ballad, ""Strange Fruit.""",https://www.themoviedb.org/movie/566076-the-united-states-vs-billie-holiday
7813,Snakes on a Plane,"['Action', 'Crime', 'Thriller', 'Adventure']",EG,2007-01-31,54,"FBI agent Neville Flynn boards a flight from Honolulu, Hawaii to Los Angeles, escorting a key witness to testify against a mob boss at an upcoming trial. An on-board assassin releases a crate full of hundreds of deadly venomous snakes in an attempt to eliminate the witness. Flynn and a host of frightened passengers and crew must band together to survive the slithery threat.",https://www.themoviedb.org/movie/326-snakes-on-a-plane
7814,Aquaman and the Lost Kingdom,"['Action', 'Adventure', 'Fantasy']",US,2023-12-22,67,"Black Manta seeks revenge on Aquaman for his father's death. Wielding the Black Trident's power, he becomes a formidable foe. To defend Atlantis, Aquaman forges an alliance with his imprisoned brother. They must protect the kingdom.",https://www.themoviedb.org/movie/572802-aquaman-and-the-lost-kingdom
7815,300: Rise of an Empire,"['Action', 'Drama', 'War']",US,2014-03-07,61,"Greek general Themistocles attempts to unite all of Greece by leading the charge that will change the course of the war. Themistocles faces the massive invading Persian forces led by mortal-turned-god, Xerxes and Artemesia, the vengeful commander of the Persian navy.",https://www.themoviedb.org/movie/53182-300-rise-of-an-empire
7816,Joker,"['Crime', 'Thriller', 'Drama']",US,2019-10-04,82,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",https://www.themoviedb.org/movie/475557-joker
7817,Mad Heidi,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror']",CH,2022-11-24,58,"In a dystopian Switzerland that has fallen under the fascist rule of an evil cheese tyrant, Heidi lives the pure and simple life in the Swiss Alps. Grandfather Alpöhi does his best to protect Heidi, but her yearning for freedom soon gets her into trouble with the dictator’s henchmen. The innocent girl transforms herself into a kick-ass female fighting force who sets out to liberate the country from the insane cheese fascists.",https://www.themoviedb.org/movie/566805-mad-heidi
7818,Casper Meets Wendy,"['Family', 'Fantasy', 'Comedy', 'TV Movie']",US,1998-09-22,60,"When a warlock threatens Wendy the Good Little Witch, she and her aunts hide out at a resort where Casper the Ghost is vacationing with his uncles. Although Casper and Wendy are told ghosts and witches don't get along, the two are kindred spirits! This spooky family-friendly adventure finds Casper and Wendy bridging the ghost-witch divide to battle the warlock who is intent on destroying Wendy.",https://www.themoviedb.org/movie/39345-casper-meets-wendy
7819,Narc,"['Crime', 'Drama', 'Mystery']",US,2002-01-14,67,"When the trail goes cold on a murder investigation of a policeman, an undercover narcotics officer is lured back to the force to help solve the case.",https://www.themoviedb.org/movie/11022-narc
7820,Welcome to the Rileys,['Drama'],US,2010-10-29,66,"Years after their teenage daughter’s death, Lois and Doug Riley, an upstanding Indiana couple, are frozen by estranging grief. Doug escapes to New Orleans on a business trip. Compelled by urgencies he doesn’t understand, he insinuates himself into the life of an underage hooker, becoming her platonic guardian.",https://www.themoviedb.org/movie/31007-welcome-to-the-rileys
7821,Fast Times at Ridgemont High,['Comedy'],US,1982-08-13,68,"Based on the real-life adventures chronicled by Cameron Crowe, Fast Times follows a group of high school students growing up in Southern California. Stacy Hamilton and Mark Ratner are looking for a love interest, and are helped along by their older classmates, Linda Barrett and Mike Damone, respectively. At the center of the film is Jeff Spicoli, a perpetually stoned surfer who faces-off with the resolute Mr. Hand—a man convinced that everyone is on dope.",https://www.themoviedb.org/movie/13342-fast-times-at-ridgemont-high
7822,Mad Love,"['Drama', 'Crime', 'Romance', 'Comedy']",FR,1985-02-27,60,"After a successful bank robbery, Micky hopes to take back his girlfriend Marie who has been taken from him. On the way to Paris he meets Leon, a neurotic dreamer whom he considers an idiot. Leon can hardly understand what Micky is up to but he follows him everywhere and soon falls in love with Marie.",https://www.themoviedb.org/movie/98927-l-amour-braque
7823,Trancers,"['Science Fiction', 'Crime']",US,1985-05-06,59,"Angel City trooper Jack Deth is sent back in time from 2247 to 1985 L.A. to inhabit the body of his ancestor. Deth's assignment is to find his archenemy, Whistler, who turns people into zombies, before the fiend is able to kill all the ancestors of the future's governing council.",https://www.themoviedb.org/movie/5677-trancers
7824,The Insider,"['Drama', 'Thriller']",US,1999-10-28,75,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.,https://www.themoviedb.org/movie/9008-the-insider
7825,,,,,,,https://www.themoviedb.org/movie/22620-scooby-doo-the-mystery-begins
7826,The Scorpion King,"['Action', 'Adventure', 'Fantasy', 'Drama']",US,2002-04-19,56,"In ancient Egypt, peasant Mathayus is hired to exact revenge on the powerful Memnon and the sorceress Cassandra, who are ready to overtake Balthazar's village. Amid betrayals, thieves, abductions and more, Mathayus strives to bring justice to his complicated world.",https://www.themoviedb.org/movie/9334-the-scorpion-king
7827,The Hypnosis,"['Comedy', 'Drama']",SE,2024-03-08,62,"André and Vera are a young entrepreneurial couple. They get the opportunity to pitch their female health app at a prestigious competition. Before going there, Vera tries hypnotherapy to quit smoking. From this point, her attitude changes and André starts to behave unexpectedly.",https://www.themoviedb.org/movie/1005972-hypnosen
7828,Checkmates,['Comedy'],ES,2024-04-12,72,"Candela, the headmistress of an elite school, after a traumatic divorce, returns to her old high school to lead a group of rebellious students through chess. There she will learn that in chess, and in life, it doesn't matter if you are a king or a pawn, because everyone ends up in the same box.",https://www.themoviedb.org/movie/1175075-menudas-piezas
7829,Zola,"['Comedy', 'Crime']",US,2020-01-24,62,"A waitress agrees to accompany an exotic dancer, her put-upon boyfriend, and her mysterious and domineering roommate on a road trip to Florida to seek their fortune at a high-end strip club.",https://www.themoviedb.org/movie/539565-zola
7830,I'm Glad It's Christmas,"['TV Movie', 'Comedy', 'Romance', 'Drama']",US,2022-11-26,55,"An aspiring Broadway singer is convinced to participate in a small-scale production for her local Christmas celebration. Along the way, she finds hope and unexpected mentorship towards her dream career. But will her professional success come at the cost of her chance at love?",https://www.themoviedb.org/movie/1022685-i-m-glad-it-s-christmas
7831,The First Time,['Romance'],KR,2018-01-23,90,Virgin Ji-woo goes ona trip with Hye-ri who promises to give her a sex education. Ji-woo's mission is to sleep with a man she meets on vacation.,https://www.themoviedb.org/movie/495112
7832,Shirley,"['History', 'Drama']",EG,2024-03-22,69,Shirley Chisholm makes a trailblazing run for the 1972 Democratic presidential nomination after becoming the first Black woman elected to Congress.,https://www.themoviedb.org/movie/798612-shirley
7833,Max Steel,"['Action', 'Adventure', 'Science Fiction']",US,2016-10-14,56,"The adventures of teenager Max McGrath and alien companion Steel, who must harness and combine their tremendous new powers to evolve into the turbo-charged superhero Max Steel.",https://www.themoviedb.org/movie/286567-max-steel
7834,Capture the Flag,"['Comedy', 'Animation', 'Adventure', 'Family']",ES,2015-08-28,61,"When the brave and determined 12-year-old Mike Goldwing discovers that an eccentric billionaire plans to fly to the moon, steal its vast, valuable natural resources, and destroy the American flag planted by the Apollo XI astronauts during man's historic moon landing, the countdown to a spectacular adventure begins! Mike, teamed with his grandfather, best friends Amy and Marty, and a clever chameleon, blasts off on an incredible moon-bound mission, determined to thwart the billionaire's evil plan, capture the flag, and reunite his family.",https://www.themoviedb.org/movie/300602-atrapa-la-bandera
7835,The Quake,"['Action', 'Drama', 'Thriller']",NO,2018-08-31,68,"A geologist races against time to save his estranged wife and two children when a devastating earthquake strikes Oslo, Norway.",https://www.themoviedb.org/movie/416194-skjelvet
7836,There's Something Wrong with the Children,"['Horror', 'Mystery', 'Thriller']",US,2023-01-17,57,"Margaret and Ben take a weekend trip with longtime friends Ellie and Thomas and their two young children. Eventually, Ben begins to suspect something supernatural is occurring when the kids behave strangely after disappearing into the woods overnight.",https://www.themoviedb.org/movie/899579-there-s-something-wrong-with-the-children
7837,Black Water: Abyss,"['Horror', 'Action', 'Adventure']",US,2020-08-07,51,"An adventure-loving couple convince their friends to explore a remote, uncharted cave system in the forests of Northern Australia. With a tropical storm approaching, they abseil into the mouth of the cave, but when the caves start to flood, tensions rise as oxygen levels fall and the friends find themselves trapped. Unknown to them, the storm has also brought in a pack of dangerous and hungry crocodiles.",https://www.themoviedb.org/movie/522444-black-water-abyss
7838,The Outlaws,"['Action', 'Crime', 'Thriller']",KR,2017-10-03,78,"In Chinatown, law and order is turned upside down when a trio of feral Chinese gangsters arrive, start terrorizing civilians, and usurping territory. The beleaguered local gangsters team up with the police, lead by the badass loose cannon Ma Seok-do, to bring them down. Based on a true story.",https://www.themoviedb.org/movie/479718
7839,Capone,"['Crime', 'Drama']",US,2020-05-12,50,"The 47-year old Al Capone, after 10 years in prison, starts suffering from dementia and comes to be haunted by his violent past.",https://www.themoviedb.org/movie/429422-capone
7840,Latency,"['Science Fiction', 'Thriller', 'Horror']",US,2024-06-14,66,"When professional gamer Hana, who suffers from acute agoraphobia, receives new equipment that enhances her game, she begins to wonder if it is reading her mind – or controlling it.",https://www.themoviedb.org/movie/1042657-latency
7841,Under Paris,"['Action', 'Drama', 'Horror', 'Thriller']",EG,2024-06-05,60,"In order to save Paris from an international bloodbath, a grieving scientist is forced to face her tragic past when a giant shark appears in the Seine.",https://www.themoviedb.org/movie/1001311-sous-la-seine
7842,Le Samouraï,"['Crime', 'Thriller']",FR,1967-10-25,78,"After carrying out a flawlessly planned hit, Jef Costello, a contract killer with samurai instincts, finds himself caught between a persistent police investigator and a ruthless employer, and not even his armor of fedora and trench coat can protect him.",https://www.themoviedb.org/movie/5511-le-samourai
7843,Casper,"['Fantasy', 'Comedy', 'Family']",US,1995-05-26,63,"Casper is a kind young ghost who peacefully haunts a mansion in Maine. When specialist James Harvey arrives to communicate with Casper and his fellow spirits, he brings along his teenage daughter, Kat. Casper quickly falls in love with Kat, but their budding relationship is complicated not only by his transparent state, but also by his troublemaking apparition uncles and their mischievous antics.",https://www.themoviedb.org/movie/8839-casper
7844,The Good Doctor,"['Drama', 'Thriller', 'Mystery']",US,2011-04-23,62,"Dr. Martin Blake, who has spent his life looking for respect, meets an 18-year-old patient named Diane, suffering from a kidney infection, and gets a much-needed boost of self-esteem. However, when her health starts improving, Martin fears losing her, so he begins tampering with her treatment, keeping Diane sick and in the hospital right next to him.",https://www.themoviedb.org/movie/65650-the-good-doctor
7845,Palm Trees in the Snow,"['Drama', 'History', 'Romance']",ES,2015-12-25,74,"Spain, 2003. An accidental discovery leads Clarence to travel from the snowy mountains of Huesca to Equatorial Guinea, to visit the land where her father Jacobo and her uncle Kilian spent most of their youth, the island of Fernando Poo.",https://www.themoviedb.org/movie/274109-palmeras-en-la-nieve
7846,12 Rounds,"['Action', 'Thriller', 'Crime']",US,2009-03-27,59,"When New Orleans Police Detective Danny Fisher stops a brilliant thief from getting away with a multimillion-dollar heist, the thief's girlfriend is accidentally killed. After escaping from prison, the criminal mastermind enacts his revenge, taunting Danny with 12 rounds of near-impossible puzzles and tasks that he must somehow complete to save the life of the woman he loves.",https://www.themoviedb.org/movie/17134-12-rounds
7847,Wasabi,"['Drama', 'Action', 'Comedy']",EG,2003-02-26,67,"Hubert is a French policeman with very sharp methods. After being forced to take 2 months off by his boss, who doesn't share his view on working methods, he goes back to Japan, where he used to work 19 years ago, to settle the probate of his girlfriend who left him shortly after marriage without a trace.",https://www.themoviedb.org/movie/2110-wasabi
7848,Red Rocket,"['Drama', 'Comedy']",US,2021-12-10,68,"Finding himself down and out in Los Angeles, former porn star Mikey Saber decides to crawl back to his hometown of Texas City, Texas, where his estranged wife and mother-in-law are living. Just as this dysfunctional family seems to be making things work, Mikey meets a young woman named Strawberry working the cash register at a local doughnut shop.",https://www.themoviedb.org/movie/763329-red-rocket
7849,Gentlemen Broncos,"['Comedy', 'Science Fiction', 'Drama']",US,2009-09-30,57,A teenager attends a fantasy writers' convention where he discovers his idea has been stolen by an established novelist.,https://www.themoviedb.org/movie/22820-gentlemen-broncos
7850,The Wonderful Story of Henry Sugar,"['Comedy', 'Fantasy', 'Adventure']",EG,2023-09-27,72,A rich man learns about a guru who can see without using his eyes. He sets out to master the skill in order to cheat at gambling.,https://www.themoviedb.org/movie/923939-the-wonderful-story-of-henry-sugar
7851,The Legend of Drunken Master,"['Action', 'Comedy']",HK,1994-02-03,74,"Returning home with his father after a shopping expedition, Wong Fei-Hong is unwittingly caught up in the battle between foreigners who wish to export ancient Chinese artifacts and loyalists who don't want the pieces to leave the country. Fei-Hong must fight against the foreigners using his Drunken Boxing style, and overcome his father's antagonism as well.",https://www.themoviedb.org/movie/12207
7852,Забытый Огонёк,['Drama'],RU,2024-08-21,0,"Three lonely strangers meet at a subway exit on an early summer morning. They get a chance to fill the gaps in their lives, but some may miss out on this opportunity for fear of becoming even more lost in loneliness.",https://www.themoviedb.org/movie/1324768
